1.0,0.0756089844985764
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09807023093957608
1.0,0.09427396393546346
0.0,0.09459031951913952
1.0,0.09522303068649161
1.0,0.09522303068649161
1.0,0.09807023093957608
1.0,0.09648845302119582
1.0,0.09617209743751977
2.0,0.09174311926605505
1.0,0.09648845302119582
1.0,0.09648845302119582
1.0,0.09933565327428029
2.0,0.1879152167035748
1.0,0.09680480860487188
1.0,0.09459031951913952
0.0,0.09459031951913952
1.0,0.09680480860487188
1.0,0.09617209743751977
1.0,0.09648845302119582
1.0,0.09648845302119582
1.0,0.09743751977222398
1.0,0.09743751977222398
1.0,0.09743751977222398
4.0,0.2840873141410946
1.0,0.09743751977222398
1.0,0.09743751977222398
1.0,0.09743751977222398
1.0,0.09965200885795635
3.0,0.09965200885795635
4.0,0.22840873141410947
1.0,0.09743751977222398
1.0,0.09838658652325213
1.0,0.09648845302119582
1.0,0.09965200885795635
4.0,0.2840873141410946
3.0,0.09870294210692819
1.0,0.09775387535590004
2.0,0.1879152167035748
1.0,0.09775387535590004
1.0,0.09775387535590004
1.0,0.09775387535590004
1.0,0.09775387535590004
1.0,0.09775387535590004
1.0,0.09775387535590004
1.0,0.09775387535590004
2.0,0.1879152167035748
2.0,0.1372983233154065
3.0,0.21955077507118
3.0,0.22429610882632078
3.0,0.09965200885795635
3.0,0.1372983233154065
1.0,0.09775387535590004
3.0,0.09712116418854792
3.0,0.09712116418854792
1.0,0.1372983233154065
3.0,0.1372983233154065
3.0,0.09775387535590004
3.0,0.1372983233154065
1.0,0.09680480860487188
3.0,0.2230306864916166
3.0,0.09965200885795635
1.0,0.09965200885795635
3.0,0.09965200885795635
1.0,0.09965200885795635
3.0,0.22397975324264474
4.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09838658652325213
3.0,0.1372983233154065
1.0,0.09648845302119582
3.0,0.22176526415691236
3.0,0.2230306864916166
1.0,0.09933565327428029
1.0,0.09933565327428029
1.0,0.09933565327428029
3.0,0.22397975324264474
3.0,0.22461246440999683
4.0,0.2840873141410946
1.0,0.06390382790256248
1.0,0.06390382790256248
1.0,0.07402720658019614
1.0,0.06738373932299906
3.0,0.09648845302119582
3.0,0.09807023093957608
3.0,0.09838658652325213
1.0,0.09965200885795635
1.0,0.09965200885795635
3.0,0.1372983233154065
1.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
3.0,0.21860170832015186
1.0,0.09965200885795635
3.0,0.22429610882632078
1.0,0.09965200885795635
3.0,0.09965200885795635
1.0,0.09965200885795635
1.0,0.09965200885795635
3.0,0.09648845302119582
3.0,0.2249288199936729
3.0,0.2249288199936729
3.0,0.1372983233154065
3.0,0.21923441948750397
1.0,0.09965200885795635
1.0,0.10249920911104081
